age,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
25,3,2,5,1,2,1,2,6,3,1,0
37,6,1,5,1,1,1,2,6,3,1,1
49,9,1,5,1,2,1,2,6,4,1,0
35,8,1,6,1,1,1,2,6,4,1,1
53,1,1,1,1,1,2,2,6,4,1,1
29,2,2,5,1,2,1,1,6,4,1,0
53,1,1,1,1,2,1,2,6,4,1,1
57,3,1,6,1,1,1,2,6,4,1,0
56,3,1,6,1,2,1,2,6,4,1,0
48,1,1,2,1,1,1,2,6,4,1,0
40,9,2,1,1,1,1,2,6,4,1,1
43,3,1,6,1,2,1,2,6,4,1,0
39,5,1,4,1,2,1,2,6,4,1,0
35,8,1,6,1,2,1,2,6,4,1,0
50,10,1,5,1,2,1,2,6,4,2,0
25,3,1,6,1,2,1,1,6,4,1,0
40,9,2,1,1,1,1,2,6,4,1,0
46,3,2,6,1,1,1,2,6,4,1,0
49,9,1,5,1,1,1,2,6,4,1,0
43,3,1,6,1,2,1,1,6,4,1,0
58,7,1,1,1,2,1,2,6,4,1,0
55,8,1,6,1,2,1,2,6,4,1,1
44,9,2,1,1,1,1,2,6,4,1,0
31,6,1,5,1,2,1,2,6,4,2,0
57,7,1,1,1,2,2,2,6,4,1,1
36,6,2,5,1,2,1,2,6,4,1,0
44,9,2,1,1,2,1,1,6,4,1,0
25,6,1,5,1,2,1,2,6,4,2,1
24,3,2,6,1,2,1,2,6,5,2,0
32,3,2,6,1,2,2,2,6,5,2,0
26,10,2,6,1,2,1,2,6,5,1,0
40,10,2,6,1,1,2,2,6,5,1,0
29,9,2,1,1,1,2,2,6,5,3,1
28,12,2,0,1,1,1,2,6,5,1,0
24,3,2,6,1,2,1,2,6,5,2,0
32,2,1,5,1,1,1,2,6,5,1,0
34,3,1,6,1,1,1,1,6,5,1,0
25,12,2,6,1,2,2,2,6,6,1,1
56,10,1,6,1,2,1,1,6,6,1,0
29,3,2,6,1,1,2,2,6,6,1,1
56,10,1,6,1,2,1,2,6,6,1,0
56,10,1,6,1,1,1,2,6,6,1,0
53,3,1,6,1,1,2,1,6,6,1,1
27,11,2,6,1,1,1,2,6,6,2,0
49,3,1,6,1,1,1,2,6,6,1,1
25,12,2,6,1,1,2,1,6,6,2,1
32,6,1,2,1,1,2,2,6,7,2,0
47,6,1,5,1,2,1,2,6,7,2,0
32,6,1,2,1,2,1,1,6,7,2,1
39,12,2,0,1,2,1,2,6,7,1,1
31,6,2,6,1,2,2,2,6,7,1,0
38,2,1,4,1,1,1,2,6,7,1,0
38,2,1,4,1,1,2,1,6,7,1,0
40,8,1,6,1,2,1,2,6,3,1,1
25,3,1,6,1,2,1,2,6,3,1,0
55,3,1,2,1,2,1,2,6,3,2,0
58,7,1,5,1,2,2,1,6,3,1,0
48,3,1,6,1,2,1,2,6,3,2,0
60,7,3,1,1,1,1,2,6,3,1,0
55,5,1,4,1,1,1,2,6,3,1,0
47,1,2,5,1,2,1,2,6,3,3,0
40,5,1,5,1,1,1,1,6,3,2,1
53,3,1,6,1,1,2,2,6,3,1,0
50,3,1,6,1,1,1,2,6,3,3,1
42,3,2,6,1,2,1,2,6,3,1,0
41,6,3,6,1,1,1,2,6,3,1,0
32,6,2,5,1,1,1,2,6,3,1,0
32,6,2,5,1,2,2,2,6,3,1,0
49,6,2,5,1,2,1,2,6,3,3,0
45,3,1,4,1,2,1,1,6,3,1,0
39,3,1,6,1,1,1,2,6,3,1,0
39,3,1,6,1,1,1,2,6,3,2,1
51,3,1,6,1,1,1,1,6,3,1,0
24,12,2,0,1,2,2,2,6,4,2,0
36,3,2,2,1,2,1,2,6,4,2,0
45,6,1,5,1,2,2,2,6,4,1,0
30,12,2,0,1,1,1,2,6,4,1,0
36,2,1,6,1,1,2,2,6,4,3,1
47,5,1,5,1,1,2,2,6,4,1,0
45,10,2,4,1,2,1,2,6,4,1,0
24,6,2,5,1,1,1,2,6,4,3,1
47,3,1,6,1,2,2,2,6,4,1,0
38,6,2,6,1,2,1,2,6,4,1,0
45,6,3,6,1,1,1,2,6,4,1,0
42,2,1,6,1,0,0,2,6,4,2,0
37,11,1,6,1,2,1,2,6,4,1,0
38,3,2,6,1,1,1,2,6,4,1,0
38,3,2,6,1,2,1,1,6,4,1,0
36,11,2,1,1,1,1,2,6,4,1,1
36,11,2,1,1,1,1,2,6,4,1,0
31,5,2,2,1,2,1,2,6,4,1,0
64,8,1,6,1,1,1,2,6,4,1,1
33,1,1,6,1,1,1,2,6,4,1,1
50,3,1,2,1,1,1,2,7,5,1,1
51,7,1,1,1,1,1,2,7,5,3,0
56,8,1,5,1,1,1,2,7,5,1,0
59,3,1,6,1,2,2,2,7,5,1,0
55,8,1,6,1,1,2,2,7,5,3,1
51,3,2,2,1,2,1,1,7,5,1,1
61,3,1,6,1,2,2,1,7,5,1,1
24,10,2,0,1,1,2,2,7,6,1,1
51,1,1,1,1,2,2,2,7,6,2,0
34,3,1,6,1,2,1,1,7,6,1,0
45,3,1,6,1,1,1,2,7,6,1,0
45,3,1,6,1,1,1,2,7,6,1,1
45,3,1,6,1,1,1,2,7,6,1,1
50,3,1,6,1,1,1,2,7,6,1,1
60,3,1,6,1,2,1,1,7,6,1,1
59,5,3,1,1,2,1,2,7,6,1,1
59,5,3,1,1,1,1,2,7,6,1,1
58,7,1,5,1,1,2,2,7,6,3,0
63,7,3,6,1,2,2,2,7,6,2,0
51,6,1,5,1,1,1,2,7,6,3,1
46,3,2,6,1,2,1,2,7,6,1,1
46,11,1,6,1,2,1,2,7,6,1,1
43,6,2,6,1,1,1,2,7,6,1,0
51,6,1,6,1,2,1,2,7,6,1,0
54,8,1,0,1,2,1,2,7,6,2,0
56,11,1,0,1,2,1,2,7,6,1,0
63,7,3,6,1,1,2,2,7,6,2,0
60,1,1,1,1,2,1,2,7,6,1,0
38,6,2,6,1,2,1,2,7,6,1,0
47,1,1,3,0,1,2,2,7,6,1,0
58,6,1,6,0,2,1,2,7,6,1,0
32,10,2,6,1,1,1,2,7,6,2,0
32,10,2,6,1,2,1,2,7,6,3,1
36,9,1,4,1,1,1,2,7,6,1,0
29,6,1,5,1,1,1,2,7,6,2,0
56,11,1,0,1,2,1,2,7,6,1,1
32,10,2,6,1,1,1,2,7,6,1,1
50,3,1,6,1,2,1,2,7,6,1,1
60,1,1,1,1,2,1,2,7,6,3,1
51,6,1,5,1,2,1,2,7,6,2,1
46,3,3,2,1,2,1,1,7,6,1,1
57,7,3,4,1,2,1,2,7,7,1,1
56,3,3,0,1,2,1,1,7,7,1,1
21,9,2,2,1,2,1,2,7,7,1,1
29,3,2,2,1,1,1,2,7,7,1,1
36,3,1,2,1,2,1,2,7,7,2,0
47,5,1,5,1,2,1,2,7,7,1,1
29,6,2,6,1,1,1,2,7,7,1,1
57,0,1,3,1,1,1,2,7,7,1,0
48,3,3,6,1,2,1,2,7,7,1,1
35,3,2,2,1,2,1,2,7,7,2,0
56,7,1,2,1,2,1,2,7,7,1,0
30,3,1,6,1,1,1,2,7,7,1,1
57,7,3,4,1,1,1,2,7,7,1,0
53,6,1,2,1,2,1,2,7,7,1,0
33,3,2,6,1,1,1,2,7,7,1,1
29,6,2,6,1,2,1,2,7,7,1,0
47,6,1,5,1,1,1,1,7,7,1,0
28,3,2,6,1,2,1,2,7,7,1,0
75,7,1,1,1,2,2,2,7,7,1,0
58,3,1,2,1,2,1,2,7,7,2,0
34,3,1,2,1,1,1,2,7,7,1,0
35,6,1,6,1,2,1,2,7,7,1,0
56,7,1,2,1,2,2,2,7,7,1,1
46,3,2,6,1,2,1,2,7,3,1,0
43,11,2,0,1,1,1,2,7,3,2,0
31,3,2,6,1,2,1,2,7,3,1,1
25,12,2,0,1,1,1,1,7,3,1,0
30,3,2,6,1,1,2,2,7,3,1,0
23,12,2,2,1,1,1,2,7,3,1,1
37,3,1,6,1,2,1,2,7,3,1,1
28,2,2,6,1,2,1,2,7,3,1,1
53,3,1,2,1,1,1,2,7,4,2,1
33,8,1,6,1,2,1,2,7,4,1,1
41,3,1,6,1,2,1,2,7,4,2,0
38,3,1,6,1,2,1,2,7,4,1,0
42,3,3,6,1,1,1,2,7,4,1,0
37,3,1,2,1,1,1,2,7,4,1,0
25,12,2,0,0,2,1,2,7,4,1,1
50,3,1,2,1,2,1,2,7,4,2,0
46,3,3,2,1,0,0,2,7,4,1,1
30,10,2,6,1,2,1,2,7,4,1,0
26,2,2,2,1,2,1,2,7,4,3,1
31,2,2,6,1,1,1,1,7,4,2,0
25,12,2,2,1,2,1,2,7,4,2,0
29,9,2,6,1,2,1,2,7,4,1,0
26,9,2,2,1,2,1,2,7,4,1,0
23,12,2,2,1,2,1,2,7,4,3,1
26,2,2,2,1,1,1,2,7,4,1,1
46,3,3,2,1,1,1,2,7,4,1,0
45,6,1,2,1,1,1,2,7,4,1,0
26,2,2,2,1,2,1,2,7,4,1,0
23,12,2,2,1,1,1,2,7,4,2,1
42,5,1,2,1,2,1,2,7,4,1,0
31,6,1,6,1,1,1,2,7,4,1,0
38,6,2,6,1,2,1,2,7,4,1,0
26,12,2,2,1,2,1,2,7,4,1,0
27,3,2,0,1,2,1,1,7,4,1,1
25,12,2,0,1,1,1,2,7,4,1,0
33,3,1,2,1,1,1,1,7,4,1,1
27,3,2,6,1,1,1,2,7,4,1,0
40,3,1,6,1,2,1,2,7,4,1,1
44,6,2,5,1,2,1,2,7,4,1,0
31,3,2,2,1,2,1,2,7,5,2,1
42,6,1,6,1,1,1,2,7,5,2,1
47,8,1,6,1,2,1,2,7,5,1,0
42,3,2,6,1,1,1,2,7,5,1,1
29,6,1,6,1,2,1,2,7,5,1,1
68,7,1,1,1,2,1,2,7,5,1,0
50,6,1,5,1,1,1,2,7,5,1,0
45,3,1,6,1,1,1,2,7,5,3,0
24,12,2,2,1,1,1,2,7,5,2,0
41,3,1,6,1,2,1,2,7,5,2,0
44,6,1,5,1,2,1,2,7,5,1,0
20,12,2,2,1,1,1,2,7,5,2,0
45,3,1,6,1,2,1,2,7,5,1,0
20,12,2,2,1,1,1,2,7,5,1,0
20,12,2,2,1,2,1,2,7,5,1,1
28,9,2,6,1,0,0,1,7,5,1,0
36,6,2,2,1,2,1,2,7,5,2,0
69,2,1,0,1,1,1,1,7,5,1,0
30,10,2,6,1,2,1,2,7,5,1,0
44,5,2,0,1,2,1,1,7,5,1,1
43,3,3,6,1,1,1,2,7,5,1,0
42,5,1,3,1,2,1,2,7,5,1,0
42,3,2,6,1,2,2,2,7,5,1,0
32,3,2,5,1,2,1,2,7,5,1,0
27,12,2,2,1,1,2,2,7,5,2,0
42,6,1,6,1,1,2,2,7,5,1,0
32,3,2,6,1,2,1,2,7,5,1,1
59,3,1,2,1,2,1,2,7,5,1,0
40,6,1,2,1,2,1,2,7,5,3,0
26,3,2,6,1,2,1,2,7,5,1,1
36,6,1,5,1,2,1,2,7,5,1,0
32,3,2,6,1,2,1,2,7,5,1,1
38,3,1,2,1,2,2,1,7,5,1,0
29,12,2,2,1,2,1,2,7,6,1,1
33,6,2,6,1,2,1,2,7,6,1,0
32,3,2,6,1,2,1,2,7,6,1,0
23,5,2,2,1,1,1,2,7,7,1,1
32,3,2,6,1,2,1,1,7,7,1,0
23,6,2,5,1,2,1,1,7,7,1,1
29,6,2,0,1,2,2,2,7,3,1,0
51,8,3,6,1,2,1,1,7,5,1,0
26,3,2,6,1,2,1,2,7,5,1,0
51,8,3,6,1,1,1,2,7,5,2,0
45,3,1,6,1,2,1,1,7,6,1,0
27,8,2,6,1,2,1,2,7,3,1,1
37,2,1,2,1,2,1,2,7,3,1,0
27,6,2,6,1,2,1,2,7,3,1,0
36,3,1,2,1,2,1,1,7,4,1,0
53,8,1,0,1,2,2,1,7,4,1,0
35,11,1,2,1,1,1,2,7,5,1,1
33,3,3,6,1,1,2,2,7,6,1,0
27,12,2,2,1,1,1,2,7,6,1,0
51,3,1,6,1,2,1,2,7,7,1,1
51,3,1,6,1,0,0,1,7,7,1,0
50,10,1,0,1,0,0,2,7,3,1,0
38,3,2,6,1,2,1,1,7,3,1,0
38,3,2,6,1,2,1,2,7,3,1,0
26,6,2,6,1,2,2,2,7,4,1,0
30,12,2,6,1,1,1,2,7,4,2,1
44,3,3,2,1,1,2,2,7,4,1,0
23,12,2,4,1,1,1,2,7,4,1,0
54,3,1,6,1,1,2,2,7,4,3,1
34,3,1,6,1,1,2,2,7,4,2,0
26,3,2,6,1,1,2,2,7,4,1,0
54,3,1,6,1,2,1,2,7,4,2,0
26,6,2,6,1,1,2,2,7,4,2,0
27,3,1,6,1,1,2,2,7,4,2,1
38,8,1,6,1,1,1,2,7,4,1,1
30,12,2,6,1,1,1,2,7,4,1,0
31,3,2,2,1,1,2,1,7,4,1,0
44,3,3,2,1,1,1,2,7,4,1,1
47,3,1,6,1,1,1,1,7,4,1,0
36,3,1,2,1,1,1,2,7,4,1,0
58,8,1,6,1,1,1,2,7,5,2,0
54,9,1,6,1,2,2,2,7,6,1,0
41,3,1,2,1,1,1,2,8,4,1,0
32,2,1,2,1,1,1,2,8,4,1,0
61,10,3,2,1,1,1,2,8,4,1,0
48,8,1,6,1,2,1,2,8,4,1,0
42,3,1,6,1,2,1,2,8,4,3,1
61,7,1,5,1,1,1,2,8,4,1,1
36,3,2,2,1,2,1,2,8,4,1,0
31,3,2,6,1,1,1,2,8,4,3,0
18,12,2,4,1,2,1,2,8,4,1,1
47,3,3,6,1,2,2,2,8,4,1,1
52,8,1,6,1,1,1,2,8,4,1,1
29,12,2,2,1,0,0,2,8,4,3,1
64,9,1,6,1,2,1,2,8,4,2,0
26,6,2,6,1,2,1,2,8,4,2,0
51,8,1,6,1,2,1,2,8,4,1,0
21,12,2,2,1,2,2,2,8,4,1,0
51,8,1,6,1,2,1,2,8,4,1,1
21,12,2,2,1,1,1,2,8,4,2,0
42,6,2,0,1,2,1,2,8,4,2,0
72,7,3,6,1,1,1,2,8,4,1,0
72,7,3,6,1,1,1,2,8,4,1,0
34,6,2,5,1,2,1,2,8,4,1,0
24,12,2,2,1,2,1,2,8,4,1,0
17,12,2,0,1,2,1,2,8,5,3,0
34,6,2,5,1,1,1,2,8,5,1,1
59,3,1,2,1,2,1,2,8,5,3,1
34,6,2,5,1,1,1,2,8,5,1,1
40,3,1,6,1,1,1,2,8,5,2,0
37,6,1,5,1,2,1,2,8,5,1,1
57,6,1,2,1,2,2,2,8,5,3,1
59,3,1,2,1,2,1,2,8,5,1,1
52,8,1,6,1,1,1,2,8,5,2,0
46,0,1,0,1,1,2,2,8,5,1,0
43,2,3,3,1,2,1,2,8,5,1,0
27,8,2,6,1,2,1,2,8,5,1,0
20,12,2,2,1,1,2,2,8,5,1,1
59,7,1,0,1,0,0,2,8,5,1,0
32,2,2,2,1,2,2,2,8,5,3,1
37,3,1,2,1,1,1,2,8,5,2,1
39,5,1,4,1,1,1,2,8,5,1,1
59,7,3,6,1,2,2,2,8,5,1,0
45,9,3,1,1,2,1,2,8,5,1,0
45,9,3,1,1,1,2,1,8,5,1,0
46,3,1,2,1,1,1,1,8,5,1,1
59,7,1,0,1,1,1,2,8,5,2,1
43,2,3,3,1,2,1,1,8,5,1,0
37,6,1,5,1,1,1,2,8,5,3,1
56,11,1,2,1,2,1,2,8,5,2,0
42,9,1,0,1,1,1,2,8,6,1,1
46,5,1,5,1,1,1,2,8,6,1,0
31,3,2,6,1,1,1,2,8,6,1,0
37,3,1,6,1,1,1,2,8,6,1,0
52,7,3,6,1,2,2,2,8,6,3,1
70,7,1,1,0,2,1,2,8,6,1,0
32,6,1,6,1,1,2,2,8,6,1,1
63,7,1,1,1,1,1,1,8,6,1,0
42,9,1,0,1,2,1,1,8,6,1,0
52,6,1,5,1,1,1,2,8,6,1,0
57,8,1,6,1,2,1,2,8,6,1,0
60,10,3,6,1,1,1,2,8,6,1,0
59,1,1,1,1,2,1,2,8,6,1,0
32,6,1,6,1,2,1,2,8,6,3,0
37,5,1,4,1,2,2,2,8,6,1,0
63,7,1,1,1,1,1,2,8,6,1,0
37,3,1,6,1,1,1,2,8,6,1,0
28,12,2,0,1,2,1,2,8,6,2,0
52,7,3,6,1,1,1,2,8,6,3,1
45,6,2,6,1,1,1,2,8,6,1,0
58,7,1,2,1,1,1,2,8,6,1,0
79,7,1,0,1,1,1,2,8,6,1,0
53,6,1,5,1,2,1,2,8,6,1,0
53,6,1,5,1,2,1,2,8,6,2,0
24,12,2,2,1,1,1,2,8,6,1,1
74,7,1,2,1,1,1,2,8,6,1,0
54,3,3,2,1,2,1,2,8,6,3,1
74,7,1,2,1,1,1,2,8,6,1,0
74,7,1,2,1,2,1,2,8,6,2,1
58,9,3,5,1,1,2,2,8,6,1,0
74,7,1,2,1,1,1,2,8,6,1,0
42,9,1,0,1,2,2,2,8,6,3,1
35,3,2,6,1,2,1,2,8,6,1,0
31,6,3,5,1,2,1,2,8,6,2,1
35,3,2,6,1,2,1,1,8,6,1,1
35,3,2,6,1,2,1,2,8,6,1,0
60,11,1,0,1,1,1,2,8,6,1,0
35,3,2,6,1,1,1,2,8,6,2,0
35,3,2,6,1,2,2,2,8,6,1,0
25,6,2,6,1,2,1,1,8,6,1,1
44,3,1,6,1,2,1,2,8,6,1,1
76,7,1,1,1,2,1,2,8,6,1,1
76,7,1,1,1,2,1,2,8,7,1,1
32,6,2,5,1,1,1,2,8,7,1,0
46,1,1,2,1,2,1,2,8,7,1,1
29,3,2,6,1,2,1,2,8,7,1,0
38,3,2,6,1,2,1,2,8,7,1,0
51,6,1,5,1,2,1,1,8,7,1,0
82,7,1,6,1,1,1,2,8,7,2,0
33,5,1,4,1,1,1,2,8,7,2,1
38,3,2,6,1,2,1,2,8,7,1,0
32,6,2,5,1,2,1,1,8,7,2,0
32,3,1,6,1,2,2,2,8,7,1,0
29,3,2,6,1,1,1,2,8,7,1,1
75,7,1,1,1,1,2,2,8,7,1,1
25,3,2,6,1,2,1,2,8,7,1,1
34,3,1,6,1,1,1,2,8,7,1,0
34,3,1,6,1,2,1,2,8,7,1,0
32,6,2,5,1,1,1,2,8,7,1,1
46,1,1,2,1,2,1,2,8,7,1,0
51,1,1,0,1,1,1,2,8,7,2,1
32,9,2,6,1,2,1,2,8,7,2,0
70,7,1,1,1,2,1,2,8,7,1,1
24,12,2,2,1,1,1,2,8,7,1,0
24,12,2,2,1,2,1,2,8,7,1,1
41,2,2,6,1,2,1,2,8,7,3,1
41,2,2,6,1,2,1,2,8,7,1,1
33,3,2,2,1,2,1,2,8,7,1,1
48,9,2,4,1,1,1,2,8,7,1,0
54,6,1,6,1,2,1,2,8,7,3,0
73,7,1,1,1,1,1,2,8,7,1,1
48,11,1,6,1,1,2,2,8,7,3,1
73,7,1,4,1,1,1,2,8,7,3,0
58,3,1,6,1,1,1,1,8,7,1,0
73,7,1,1,1,2,1,2,8,7,1,0
23,12,2,2,1,2,1,2,8,7,2,0
36,8,1,6,1,2,1,2,8,7,1,0
30,3,2,6,1,2,1,2,8,7,2,0
28,3,2,6,1,1,1,2,8,7,1,0
33,5,1,4,1,1,1,2,8,7,2,0
28,3,2,6,1,1,1,2,8,7,3,1
28,3,2,6,1,2,1,2,8,7,2,0
51,1,1,0,1,2,1,2,8,7,1,0
28,3,1,6,1,2,1,2,8,7,2,0
36,2,1,4,1,2,1,2,8,7,2,1
51,1,1,0,1,2,2,2,8,7,1,1
36,2,1,4,1,2,1,2,8,7,3,1
59,9,1,5,1,2,1,2,8,7,2,0
29,3,2,2,1,2,1,2,8,7,1,0
29,3,2,2,1,1,1,2,8,7,3,0
30,10,1,6,1,2,2,2,8,7,1,0
29,3,2,2,1,1,1,2,8,7,2,0
73,7,1,1,1,2,2,2,8,7,1,0
27,5,0,2,1,1,1,2,8,7,3,1
29,3,2,2,1,1,1,2,8,7,1,1
76,7,1,6,1,1,1,2,8,7,1,1
29,3,2,2,1,2,1,2,8,7,1,0
31,3,1,6,1,2,1,2,8,7,1,1
33,3,2,2,1,2,1,2,8,7,2,1
48,3,3,6,1,2,1,2,8,7,3,0
43,3,2,2,1,2,1,2,8,7,1,1
54,9,1,6,1,1,1,1,8,3,1,0
44,11,1,1,1,0,0,2,8,3,1,0
46,5,1,5,1,1,1,1,8,3,1,0
35,2,2,6,1,0,0,2,8,3,1,0
36,8,1,6,1,1,1,2,8,3,1,0
40,5,3,4,1,1,1,2,8,3,2,0
36,8,1,6,1,1,1,1,8,3,1,1
52,3,1,6,1,1,1,2,8,3,1,0
38,6,1,5,1,1,1,2,8,3,2,1
41,3,1,2,1,1,1,2,8,3,1,0
27,12,2,2,1,1,1,2,8,3,3,0
38,3,2,2,1,2,2,2,8,3,1,1
64,7,1,6,1,1,1,1,8,3,1,0
36,3,3,6,1,1,1,2,8,3,3,1
36,3,3,6,1,2,1,2,8,3,2,1
37,6,1,6,1,2,1,2,8,3,3,1
65,7,1,3,1,1,1,2,8,3,2,1
66,3,1,6,1,1,1,2,8,3,3,0
19,12,2,4,1,1,1,2,8,3,3,0
40,5,1,2,1,2,1,2,8,3,3,0
40,3,1,6,1,1,1,2,8,3,3,0
33,3,1,2,1,2,1,2,8,3,3,1
43,10,3,6,1,1,1,1,8,3,1,0
43,10,3,6,1,1,1,2,8,3,2,0
63,1,1,1,1,2,1,1,8,3,2,1
35,3,1,2,1,1,1,2,8,3,3,0
31,3,1,2,1,1,2,2,8,3,3,1
33,6,2,4,1,2,2,2,8,3,2,1
36,5,1,4,1,1,1,2,8,3,2,0
32,11,1,0,1,1,1,2,8,3,2,0
69,7,1,5,1,2,1,1,8,3,1,0
35,3,2,2,1,2,2,2,8,3,3,0
21,3,2,6,1,2,1,2,8,3,3,0
19,12,2,4,1,2,1,1,8,3,1,0
46,5,1,5,1,1,1,1,8,3,2,0
19,12,2,4,1,1,1,2,8,3,3,0
32,12,1,5,1,2,1,2,8,3,1,0
44,0,1,6,1,2,1,2,8,3,1,0
39,6,1,5,1,2,1,2,8,3,3,0
40,8,1,6,1,1,1,2,8,3,2,0
40,8,1,6,1,1,2,2,8,3,2,0
52,3,1,6,1,2,1,2,8,3,3,1
67,7,1,5,1,2,2,2,8,3,1,0
57,11,1,5,1,2,1,1,8,3,3,0
37,5,1,4,1,1,1,2,8,3,1,1
37,5,1,4,1,1,1,2,8,4,1,0
34,6,2,5,1,2,1,2,8,4,3,1
35,6,1,6,1,2,1,2,8,4,2,0
58,6,1,5,1,1,1,2,8,4,1,0
43,2,1,2,1,2,1,1,8,4,1,0
70,1,3,1,1,1,1,1,8,4,2,0
34,3,2,6,1,2,2,2,8,4,2,0
69,7,1,2,1,2,1,2,8,4,1,0
59,6,2,3,1,1,1,1,8,4,1,0
49,8,3,6,1,2,2,2,8,4,1,0
31,3,2,6,1,1,1,2,8,4,3,1
31,3,2,6,1,1,1,2,8,4,1,0
50,8,1,6,1,1,1,2,8,4,3,0
31,3,2,6,1,1,1,1,8,4,1,0
45,2,1,2,1,1,1,2,8,4,1,0
60,7,1,2,1,1,1,2,8,4,3,0
30,3,2,6,1,1,1,2,8,4,2,0
30,3,2,6,1,2,2,2,8,4,3,0
31,3,2,6,1,2,2,1,8,4,1,0
58,6,1,5,1,1,1,2,8,4,1,1
33,3,2,2,1,2,1,2,8,4,1,1
26,12,2,5,1,2,1,2,8,4,2,1
35,10,1,6,1,2,1,1,8,4,2,0
59,7,1,2,1,2,1,2,8,4,2,0
29,6,2,5,1,2,2,2,8,4,1,0
50,5,1,0,1,2,1,2,8,4,1,0
61,11,1,6,0,2,1,2,8,4,1,1
52,8,1,2,1,2,2,2,8,4,2,1
52,8,1,2,1,1,1,2,8,4,1,1
42,3,2,6,1,1,1,2,8,4,1,0
85,7,1,5,1,1,1,2,8,4,1,1
27,3,2,6,1,2,1,2,8,4,1,0
27,3,2,6,1,2,1,2,8,4,3,0
49,6,1,5,1,2,1,2,8,4,2,0
30,3,1,6,1,1,1,2,8,4,3,1
69,11,1,6,1,2,1,2,8,4,2,0
28,3,2,6,1,1,1,2,8,4,2,0
33,12,2,0,1,2,2,2,8,4,1,0
41,3,2,6,1,2,1,2,8,4,1,0
54,3,2,6,0,2,1,2,8,4,1,0
60,3,1,5,1,1,1,2,8,4,1,0
57,3,1,6,1,2,1,2,8,4,2,1
35,3,1,6,1,1,2,2,8,4,2,1
35,3,2,6,1,1,2,2,8,4,1,0
80,7,1,7,0,2,2,2,8,4,3,1
26,3,2,6,1,1,1,2,8,4,3,1
67,7,1,6,1,1,1,2,8,4,2,0
56,7,1,2,1,2,2,2,8,4,3,0
59,3,3,5,1,2,1,1,8,4,2,0
44,8,1,6,1,1,1,2,8,4,2,1
47,3,1,6,1,2,1,2,8,4,2,0
58,6,1,5,1,2,1,2,8,4,1,1
59,3,3,5,1,1,1,2,8,4,2,1
59,3,3,5,1,1,1,2,8,4,1,0
69,5,1,0,1,2,1,2,8,4,1,0
59,3,3,5,1,1,1,1,8,4,1,0
59,3,3,5,1,0,0,2,8,4,3,1
34,3,3,6,1,1,1,2,8,4,1,1
30,3,1,6,1,2,1,2,8,4,2,0
50,5,1,0,1,2,2,2,8,4,1,1
70,7,1,2,1,2,1,2,8,4,1,0
59,5,1,1,1,1,1,2,8,4,1,0
58,3,1,6,1,1,1,2,8,4,1,0
49,3,1,6,1,2,1,2,8,4,2,1
35,6,2,6,1,2,1,2,8,4,1,0
57,8,1,6,1,2,1,2,8,4,2,0
21,9,2,2,1,2,1,1,8,4,1,0
57,8,1,6,1,1,1,2,8,4,1,0
42,8,3,0,1,2,1,2,8,5,1,0
66,7,1,0,1,1,1,2,8,5,1,0
62,8,1,6,1,2,2,2,8,5,1,0
27,3,2,6,1,2,1,2,8,5,1,0
60,8,1,6,1,1,1,2,8,5,1,0
31,2,2,6,1,2,1,1,8,5,1,0
27,3,2,6,1,2,1,2,8,5,1,1
36,3,3,6,1,1,2,2,8,5,3,1
66,7,0,4,1,2,1,2,8,5,1,0
42,8,3,0,1,2,1,2,8,5,3,1
31,5,2,6,1,1,1,2,8,5,1,0
48,3,1,2,1,1,1,2,8,5,1,0
25,3,2,2,1,2,2,2,8,5,1,0
26,12,2,4,1,1,1,1,8,5,1,0
26,12,2,4,1,2,1,2,8,5,3,1
49,3,1,2,1,2,1,2,8,5,3,1
26,12,2,4,1,1,1,1,8,5,1,1
49,3,1,2,1,2,1,2,8,5,1,0
26,12,2,4,1,2,1,2,8,5,1,1
25,10,2,6,1,1,1,2,8,5,2,0
34,5,1,2,1,2,1,2,8,5,2,0
45,5,2,4,1,2,1,2,8,5,3,0
27,3,2,6,1,1,1,2,8,5,1,1
45,5,2,4,1,1,1,2,8,5,3,0
74,7,1,6,1,2,1,2,8,5,2,1
36,3,1,6,1,2,1,2,8,5,2,0
42,8,3,0,1,1,1,2,8,5,2,0
32,6,1,5,1,2,1,2,8,5,1,1
60,7,1,6,1,1,1,2,8,5,1,1
40,8,1,6,1,0,0,2,8,5,2,0
56,3,1,4,1,2,1,2,8,5,3,1
66,7,1,0,1,1,1,2,8,5,2,1
27,3,2,6,1,2,1,2,8,5,2,1
37,5,2,5,1,2,1,2,8,5,1,0
59,6,1,6,1,1,1,2,8,5,1,0
32,6,2,5,1,1,1,2,8,5,2,1
29,2,1,2,1,2,1,2,8,5,3,0
48,11,3,2,1,1,1,2,8,5,1,1
38,3,1,6,1,1,1,2,8,5,3,0
20,12,2,1,1,2,1,2,8,5,2,1
20,12,2,1,1,2,1,2,8,5,1,1
27,9,2,2,1,1,1,2,8,5,3,0
33,2,1,2,1,2,1,2,8,5,1,1
36,3,2,6,1,2,1,2,8,5,2,0
54,1,1,6,1,1,1,2,8,5,1,0
36,3,2,6,1,1,1,2,8,5,1,0
66,7,0,4,1,2,1,2,8,5,2,1
36,3,3,6,1,2,1,2,8,5,1,0
